
ID;Cliente;Pto;Eta;Nave;Contenedor;Status;Sello;Med;Carga;PESO TOTAL;Terminal;Fecha Liberaci�n;Hora Liberaci�n;Fecha programaci�n;Hora Programaci�n;FECHA ARRIBO EN CD;Hora;CD;FechaDesg. (WHATSAPP/ Otawero);HoraDesg;FechaDev;EIR;Agencia;CiaNaviera / LINEA;DepDev;DiasLibres;DEMURRAGE;Sobrestadia Regi�n (x ciclo 2 horas);Sobreestadia (x ciclo de 4 hora);Description;Almc;Dias extras de almacenaje;E.CHASIS;TipodeServicio;ServicioAdicional;OBS 1;OBS 2;SERVICIO DIRECTO;FECHA ACT;HORA ACT;;;;;NAVES CON CONSIDERACI�N;;;;;;;;;;;;;;
51;WALMART;STI;09/08/2025;COSCO PACIFIC;APZU 442482-9;FINALIZADO;M0887615;40 HC;10920;14420;STI;12-08-25;9:04;25/08/2025;12:00;25/08/2025;12:00;CD Puerto Madero;25/08/2025;14:00;26/08/2025;SI;SERRANO;CMA-CGM;DYC SCL WalMart;6;15/08/2025;;;SILLA CAMPING BRAZOS;13;3;0;Indirecto Deposito;DIA ADICIONAL DE ALMACENAJE(3);;;;;;;;;;;;;;;;;;;;;;;;
52;WALMART;STI;09/08/2025;COSCO PACIFIC;TRLU 949757-5;FINALIZADO;M0887614;40 HC;9551;13051;STI;12-08-25;10:34;25/08/2025;7:00;25/08/2025;7:00;CD Puerto Madero;25/08/2025;10:00;25/08/2025;SI;SERRANO;CMA-CGM;DYC SCL WalMart;6;15/08/2025;;;SILLA CAMPING BRAZOS;13;3;0;Indirecto Deposito;DIA ADICIONAL DE ALMACENAJE(3);;;;;;;;;;;;;;;;;;;;;;;;
53;WALMART;STI;11/08/2025;MAERSK YUKON;MRKU 906390-8;FINALIZADO;CN1927872;20 ST;6373;9873;STI;14-08-25;11:39;19/08/2025;12:00;19/08/2025;12:20;CD Puerto Madero;19/08/2025;15:20;19/08/2025;SI;SERRANO;MAERSK;Contopsa Walmart;6;17/08/2025;;;FOLDING CHAIR&LAPTOP T;5;-5;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
54;WALMART;STI;11/08/2025;MAERSK YUKON;MRSU 306190-0;FINALIZADO;CN1926705;40 HC;3640;7140;STI;13-08-25;18:30;16/08/2025;6:00;15/08/2025;10:17;CD El Pe��n;16/08/2025;8:00;19/08/2025;SI;SERRANO;MAERSK;Contopsa Walmart;6;17/08/2025;;;LADIES WEAR;3;-7;0;Indirecto Deposito;HABLITACI�N NOCTURNA;;;;;;;;;;;;;;;;;;;;;;;;
55;WALMART;STI;11/08/2025;MAERSK YUKON;MSKU 184655-5;FINALIZADO;CN1926708;40 HC;7253,5;10754;STI;14-08-25;14:34;16/08/2025;5:00;15/08/2025;10:36;CD El Pe��n;16/08/2025;7:00;19/08/2025;SI;SERRANO;MAERSK;Contopsa Walmart;6;17/08/2025;;;LADIES WEAR;2;-8;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
56;WALMART;STI;11/08/2025;MAERSK YUKON;MSKU 922591-3;FINALIZADO;CN1926707;40 HC;5052;8552;STI;14-08-25;8:38;16/08/2025;6:00;15/08/2025;9:52;CD El Pe��n;16/08/2025;8:00;19/08/2025;SI;SERRANO;MAERSK;Contopsa Walmart;6;17/08/2025;;;LADIES WEAR;2;-8;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
57;WALMART;STI;11/08/2025;MAERSK YUKON;MSKU 521670-2;FINALIZADO;ML-MY0533360;20 ST;13376;16876;STI;14-08-25;13:52;19/08/2025;12:00;19/08/2025;12:00;CD Puerto Madero;19/08/2025;14:56;19/08/2025;SI;SERRANO;MAERSK;Contopsa Walmart;6;17/08/2025;;;CAJONERA COCINA;5;-5;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
58;WALMART;STI;11/08/2025;MAERSK YUKON;FFAU 716857-6;FINALIZADO;CN1474162;40 HC;4001;7501;STI;13-08-25;21:40;20/08/2025;11:00;20/08/2025;10:00;CD Puerto Madero;20/08/2025;13:40;22/08/2025;SI;SERRANO;MAERSK;Contopsa Walmart;6;17/08/2025;;;PLASTIC KITCHEN PRODUC;7;-3;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
59;WALMART;STI;11/08/2025;MAERSK YUKON;SUDU 629383-6;FINALIZADO;CN1323117;40 HR ;3765,5;7266;STI;13-08-25;18:09;20/08/2025;11:00;20/08/2025;10:00;CD Puerto Madero;20/08/2025;12:20;21/08/2025;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;;;PLASTIC KITCHEN PRODUC;7;-3;0;Indirecto Deposito;N/A;;REEFER NO OPERATIVO;;;;;;;;;;;;;;;;;;;;;;
60;WALMART;STI;11/08/2025;MAERSK YUKON;SUDU 811933-5;FINALIZADO;CN1323134;40 HR ;3765;7265;STI;13-08-25;17:51;19/08/2025;12:00;19/08/2025;12:00;CD Puerto Madero;19/08/2025;14:58;20/08/2025;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;;;PLASTIC KITCHEN PRODUC;6;-4;0;Indirecto Deposito;N/A;;REEFER NO OPERATIVO;;;;;;;;;;;;;;;;;;;;;;
61;WALMART;STI;11/08/2025;MAERSK YUKON;TEMU 209592-6;FINALIZADO;CN3754306;20 ST;1762;5262;STI;14-08-25;14:00;16/08/2025;7:00;15/08/2025;10:00;CD El Pe��n;16/08/2025;9:00;19/08/2025;SI;SERRANO;MAERSK;Contopsa Walmart;6;17/08/2025;;;PLASTIC KITCHEN PRODUC;2;-8;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
62;WALMART;STI;11/08/2025;MAERSK YUKON;MRKU 082825-7;FINALIZADO;ML-CN1931092;40 HC;1504;5004;STI;14-08-25;9:58;16/08/2025;5:00;15/08/2025;22:00;CD El Pe��n;16/08/2025;7:00;19/08/2025;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;;;DECO PUERTA JACK/STITC;2;-8;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
63;WALMART;STI;11/08/2025;MAERSK YUKON;TLLU 219808-3;FINALIZADO;ML-CN0662363;20 ST;6090,5;9591;STI;14-08-25;14:06;18/08/2025;7:00;18/08/2025;7:00;CD Campos de Chile;18/08/2025;9:30;18/08/2025;SI;SERRANO;MAERSK;Contopsa Walmart;6;17/08/2025;;;DRY BATTERY(NON DG CAR;4;-6;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
64;WALMART;STI;11/08/2025;MAERSK YUKON;MMAU 109451-8;FINALIZADO;CN2152600;40 HR ;3065;6565;STI;16-08-25;21:48;18/08/2025;7:00;18/08/2025;7:00;CD El Pe��n;18/08/2025;10:00;19/08/2025;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;;;PAPER ROPE /SEA   GRASS;2;-8;0;Indirecto Deposito;FALSO FLETE;SAG;REEFER NO OPERATIVO;;;;;;;;;;;;;;;;;;;;;;
65;WALMART;STI;11/08/2025;MAERSK YUKON;MNBU 395700-5;FINALIZADO;CN2149674;40 HR ;2817;6317;STI;14-08-25;16:30;20/08/2025;11:00;20/08/2025;10:00;CD Puerto Madero;20/08/2025;12:30;21/08/2025;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;;;PAPER ROPE /SEA   GRASS;6;-4;0;Indirecto Deposito;N/A;SAG;REEFER NO OPERATIVO;;;;;;;;;;;;;;;;;;;;;;
66;WALMART;STI;11/08/2025;MAERSK YUKON;MNBU 403177-0;FINALIZADO;CN2150934;40 HR ;4303,5;7804;STI;14-08-25;18:30;16/08/2025;5:00;15/08/2025;9:47;CD El Pe��n;17/08/2025;13:00;19/08/2025;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;;;PAPER ROPE /SEA   GRASS;2;-8;0;Indirecto Deposito;N/A;SAG;REEFER NO OPERATIVO;;;;;;;;;;;;;;;;;;;;;;
67;Walmart Regiones;STI;11/08/2025;MAERSK YUKON;MWCU 532617-1;FINALIZADO;;40 HC;24500;28000;FASTER;21-08-25;15:00;25/08/2025;8:00;25/08/2025;6:00;CD Chill�n;25/08/2025;17:03;;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;2;2;;4;-6;0;DIRECTO;ALMACENAJE CCTI - SOBREPESO - 2 CICLO SOBREESTADIA;;;;;;;;;;;;;;;;;;;;;;;;
68;Walmart Regiones;STI;11/08/2025;MAERSK YUKON;MNBU 036996-5;FINALIZADO;;40 HC;24500;28000;FASTER;21-08-25;15:00;23/08/2025;8:00;23/08/2025;7:00;CD Chill�n;23/08/2025;10:00;25/08/2025;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;;;;2;-8;0;DIRECTO;N/A;;CCTI POR DOS HORAS;;;;;;;;;;;;;;;;;;;;;;
69;Walmart Regiones;STI;11/08/2025;MAERSK YUKON;SUDU 628931-1;FINALIZADO;;40 HC;24500;28000;FASTER;21-08-25;15:00;23/08/2025;8:00;23/08/2025;7:00;CD Chill�n;23/08/2025;10:00;25/08/2025;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;;;;2;-8;0;DIRECTO;ALMACENAJE CCTI - SOBREPESO;;CCTI POR DOS HORAS;;;;;;;;;;;;;;;;;;;;;;
70;Walmart Regiones;STI;11/08/2025;MAERSK YUKON;MMAU 114308-4;FINALIZADO;;40 HC;24500;28000;FASTER;21-08-25;15:00;25/08/2025;8:00;25/08/2025;6:00;CD Chill�n;25/08/2025;15:43;;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;1;1;;4;-6;0;DIRECTO;ALMACENAJE CCTI - SOBREPESO - 1 CICLO SOBRESTADIA;;;;;;;;;;;;;;;;;;;;;;;;
71;Walmart Regiones;STI;11/08/2025;MAERSK YUKON;MNBU 039307-2;FINALIZADO;;40 HC;24500;28000;FASTER;21-08-25;15:00;25/08/2025;8:00;25/08/2025;6:00;CD Temuco;25/08/2025;13:00;;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;0;1;;4;-6;0;DIRECTO;ALMACENAJE CCTI - SOBREPESO- (1) CICLO ESTADIA;;;;;;;;;;;;;;;;;;;;;;;;
72;Walmart Regiones;STI;11/08/2025;MAERSK YUKON;MNBU 344990-9;FINALIZADO;;40 HC;24500;28000;FASTER;21-08-25;15:00;25/08/2025;8:00;25/08/2025;6:00;CD Temuco;25/08/2025;17:15;;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;2;2;;4;-6;0;DIRECTO;ALMACENAJE CCTI - SOBREPESO - 2 CICLO SOBREESTADIA;;;;;;;;;;;;;;;;;;;;;;;;
73;Walmart Regiones;STI;11/08/2025;MAERSK YUKON;MNBU 900187-1;FINALIZADO;;40 HC;24500;28000;FASTER;21-08-25;15:00;26/08/2025;8:00;26/08/2025;11:30;CD Temuco;26/08/2025;15:00;27/08/2025;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;;;;5;-5;0;DIRECTO;ESTADIA CCTI - SOBREPESO - ;;;;;;;;;;;;;;;;;;;;;;;;
74;Walmart Regiones;STI;11/08/2025;MAERSK YUKON;MMAU 107417-3;FINALIZADO;;40 HC;24500;28000;FASTER;21-08-25;15:00;27/08/2025;8:00;27/08/2025;8:00;CD Temuco;27/08/2025;11:00;29/08/2025;SI;SERRANO;MAERSK;Contopsa SAI;6;17/08/2025;;;;6;-4;0;DIRECTO;ESTADIA CCTI - SOBREPESO ;;;;;;;;;;;;;;;;;;;;;;;;
75;Walmart Regiones;STI;11/08/2025;MAERSK YUKON;MNBU 008483-3;FINALIZADO;;40 HC;24500;28000;FASTER;21-08-25;15:00;28/08/2025;8:00;28/08/2025;8:00;CD Temuco;28/08/2025;11:00;29/08/2025;si;SERRANO;SERRANO;Contopsa SAI;6;06/09/2025;;;;7;-3;0;DIRECTO;ESTADIA CCTI - SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
76;WALMART;STI;16/08/2025;MSC JULIETTE;ONEU 560531-0;FINALIZADO;CNDN13715;40 HC;2919;6419;STI;28-08-25;14:13;01/09/2025;10:00;01/09/2025;10:00;CD Puerto Madero;01/09/2025;12:22;01/09/2025;si;SERRANO;ONE LINE;SITRANS Walmart;6;22/08/2025;;;OT COL 800ML;4;-6;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
77;WALMART;STI;16/08/2025;MSC JULIETTE;CAIU 496038-3;FINALIZADO;CNDK64104;40 HC;18200;21700;STI;28-08-25;8:38;01/09/2025;7:00;01/09/2025;7:00;CD Puerto Madero;01/09/2025;12:15;02/09/2025;si;SERRANO;ONE LINE;SITRANS Walmart;6;22/08/2025;;1;COMEDOR ESTOCOL PO2049;4;-6;0;Indirecto Deposito;(1) Sobreestadia;;;;;;;;;;;;;;;;;;;;;;;;
78;WALMART;PCE;26/08/2025;SANTOS EXPRESS;TEMU 983609-1;FINALIZADO;;40 HR ;26589,5;30090;PCE;28-08-25;22:09;01/09/2025;7:00;01/09/2025;6:15;CD Quilicura;01/09/2025;9:30;02/09/2025;no;SERRANO;HAPAG;DYC VAP;6;11/09/2025;;;HS: 200410;4;-6;0;Reefer;05 conexion + sobrepeso;;-21�;;;;;;;;;;;;;;;;;;;;;;
79;WALMART;PCE;12/08/2025;CARTAGENA EXPRESS;CGMU 522115-7;FINALIZADO;1118856;40 HR ;20061,5;23562;PCE;16-08-25;16:48;22/08/2025;14:30;22/08/2025;14:00;CD Quilicura;22/08/2025;17:00;23/08/2025;SI;SERRANO;CMA-CGM;TERCOP  Walmart;6;18/08/2025;;;FROZEN POTATOES FRIES;6;-4;0;Reefer;06 conexiones;Retiro jueves  21-09 N/A;-21�;;;;;;;;;;;;;;;;;;;;;;
80;WALMART;PCE;12/08/2025;CARTAGENA EXPRESS;TEMU 924763-5;FINALIZADO;AG471928;40 HR ;19773,5;23274;CONTOPSA SAI;22-08-25;13:04;25/08/2025;7:00;25/08/2025;7:00;CD Quilicura;25/08/2025;10:30;25/08/2025;SI;SERRANO;HAPAG;DYC SAI;6;18/08/2025;;;FROZEN VEGETABLES;3;-7;0;Reefer;Conexi�n (2);;-21�;;;;;;;;;;;;;;;;;;;;;;
81;WALMART;PCE;12/08/2025;CARTAGENA EXPRESS;TTNU 808309-9;FINALIZADO;AG471927;40 HR ;19773,5;23274;CONTOPSA SAI;22-08-25;13:04;25/08/2025;22:30;25/08/2025;19:40;CD Quilicura;25/08/2025;23:30;26/08/2025;SI;SERRANO;HAPAG;DYC SAI;6;18/08/2025;;;FROZEN VEGETABLES;3;-7;0;Reefer;DEVOLUCI�N D�A SIGUIENTE;;-21�;;;;;;;;;;;;;;;;;;;;;;
82;WALMART;PCE;12/08/2025;CARTAGENA EXPRESS;HLBU 609878-0;FINALIZADO;AG471926;40 HR;19773,5;23274;CONTOPSA SAI;22-08-25;13:10;23/08/2025;7:00;23/08/2025;6:00;CD Quilicura;23/08/2025;9:00;23/08/2025;SI;SERRANO;HAPAG;TESCO VAP;6;18/08/2025;;;FROZEN VEGETABLES;1;-9;0;Reefer;CONEXI�N (1);;-21�;;;;;;;;;;;;;;;;;;;;;;
83;WALMART;PCE;12/08/2025;CARTAGENA EXPRESS;HLBU 607603-4;FINALIZADO;AG471925;40 HR;19773,5;23274;CONTOPSA SAI;21-08-25;12:55;22/08/2025;22:30;22/08/2025;20:00;CD Quilicura;22/08/2025;23:00;23/08/2025;SI;SERRANO;HAPAG;CIS SAI;6;18/08/2025;;;FROZEN VEGETABLES;1;-9;0;Reefer;N/A;N/A paso directo;-21�;;;;;;;;;;;;;;;;;;;;;;
84;WALMART;PCE;12/08/2025;CARTAGENA EXPRESS;UETU 275038-8;FINALIZADO;W001496;20 ST;19673,5;23174;PCE;18-08-25;17:46;19/08/2025;7:00;19/08/2025;7:00;CD Campos de Chile;19/08/2025;10:00;19/08/2025;SI;SERRANO;HAPAG;DYC SAI;6;18/08/2025;;;EVAPORATED MILK;1;-9;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
85;WALMART;PCE;12/08/2025;CARTAGENA EXPRESS;HAMU 163697-0;FINALIZADO;4063 4064;40 HC;9906;13406;PCE;15-08-25;14:43;18/08/2025;9:00;18/08/2025;8:30;CD Campos de Chile;18/08/2025;10:30;18/08/2025;SI;SERRANO;HAPAG;CIS SAI;6;18/08/2025;;;ROASTED AND GROUND COFFE;3;-7;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
86;WALMART;PCE;12/08/2025;CARTAGENA EXPRESS;TTNU 838802-0;FINALIZADO;L6967339;40 HR;23840;27340;CONTOPSA SAI;25-08-25;12:40;26/08/2025;14:30;26/08/2025;14:30;CD Quilicura;26/08/2025;17:30;27/08/2025;SI;SERRANO;CMA-CGM;Tercop Walmart;6;18/08/2025;;;GUISANTE CONGELADO;1;-9;0;Reefer;SOBREPESO;;-22�;;;;;;;;;;;;;;;;;;;;;;
87;WALMART;PCE;12/08/2025;CARTAGENA EXPRESS;TRIU 803425-2;FINALIZADO;L6970694;40 HR;17980;21480;CONTOPSA SAI;22-08-25;13:00;25/08/2025;14:30;25/08/2025;14:30;CD Quilicura;25/08/2025;16:30;25/08/2025;SI;SERRANO;CMA-CGM;TERCOP  Walmart;6;18/08/2025;;;VERDURA CONGELADA;3;-7;0;Reefer;N/A;SAG;-22�;;;;;;;;;;;;;;;;;;;;;;
88;WALMART ;PCE;12/08/2025;CARTAGENA EXPRESS;HLBU 903521-3;FINALIZADO;;40 HR;20010;23510;PCE;16-08-25;20:12;19/08/2025;7:00;19/08/2025;7:00;CD Campos de Chile;19/08/2025;10:00;19/08/2025;SI;SERRANO;MAERSK;Contopsa SAI;6;18/08/2025;;;;3;-7;0;Reefer;3 CONEXI�N  - HABILITACI�N NOCTURNA;;+18�;;;;;;;;;;;;;;;;;;;;;;
89;WALMART ;PCE;12/08/2025;CARTAGENA EXPRESS;TEMU 987771-6;FINALIZADO;;40 HR;23500;27000;CONTOPSA SAI;27-08-25;12:40;28/08/2025;14:30;28/08/2025;14:30;CD Quilicura ;28/08/2025;15:40;28/08/2025;SI;SERRANO;MAERSK;DYC SAI;6;18/08/2025;;;;1;-9;0;Reefer;SOBREPESO;;;;;;;;;;;;;;;;;;;;;;;;
90;WALMART;STI;14/08/2025;MSC VIRGO;FFAU 142265-7;FINALIZADO;CNDM16525;40 HC;2967;6467;STI;21-08-25;8:30;27/08/2025;9:00;27/08/2025;9:00;CD El Pe��n;27/08/2025;12:00;30/08/2025;si;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;CALZADO-HOMBRES, CALZADO-MUJER;6;-4;0;INDIRECTO DEPOSITO;N/A;;;;;;;;;;;;;;;;;;;;;;;;
91;WALMART;STI;14/08/2025;MSC VIRGO;TCNU 711935-8;FINALIZADO;CNCP67148;40 HC;3009,5;6510;STI;19-08-25;17:36;27/08/2025;9:00;27/08/2025;9:00;CD El Pe��n;27/08/2025;12:00;04/09/2025;si;SERRANO;ONE LINE;Sitrans Walmart;6;11/09/2025;;;CALZADO-HOMBRES, CALZADO-MUJER;8;-2;0;INDIRECTO DEPOSITO;N/A;;;;;;;;;;;;;;;;;;;;;;;;
92;WALMART;STI;14/08/2025;MSC VIRGO;CAIU 950181-2;FINALIZADO;CNDM16557;40 HC;4227;7727;STI;19-08-25;17:34;25/08/2025;15:00;25/08/2025;15:00;CD El Pe��n;25/08/2025;17:00;;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;CALZADO-HOMBRES, CALZADO-MUJER;6;-4;0;INDIRECTO DEPOSITO;N/A;;;;;;;;;;;;;;;;;;;;;;;;
93;WALMART;STI;14/08/2025;MSC VIRGO;KKTU 799381-7;FINALIZADO;IN-1851933;20 ST;6659;10159;STI;21-08-25;16:02;25/08/2025;18:00;23/08/2025;13:00;CD El Pe��n;25/08/2025;15:00;27/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;BEDCOVERS;4;-6;0;INDIRECTO DEPOSITO;DEVOLUCI�N D�A SIGUIENTE;;;;;;;;;;;;;;;;;;;;;;;;
94;WALMART;STI;14/08/2025;MSC VIRGO;NYKU 485861-4;FINALIZADO;IN1868211;40 HC;6479,5;9980;STI;19-08-25;17:33;21/08/2025;11:00;21/08/2025;10:10;CD Puerto Madero;21/08/2025;;21/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;TWO THOUSAND SIX HUNDRED AND S;2;-8;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
95;WALMART;STI;14/08/2025;MSC VIRGO;NYKU 525491-7;FINALIZADO;IN1868212;40 HC;6470;9970;STI;19-08-25;20:58;21/08/2025;11:00;21/08/2025;10:20;CD Puerto Madero;21/08/2025;;21/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;TWO THOUSAND SIX HUNDRED AND S;2;-8;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
96;WALMART;STI;14/08/2025;MSC VIRGO;TCLU 630864-2;FINALIZADO;IN1868209;40 HC;6470;9970;STI;19-08-25;16:33;22/08/2025;11:00;22/08/2025;10:10;CD Puerto Madero;22/08/2025;13:30;22/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;TWO THOUSAND SIX HUNDRED AND S;3;-7;0;INDIRECTO DEPOSITO;N/A;;;;;;;;;;;;;;;;;;;;;;;;
97;WALMART;STI;14/08/2025;MSC VIRGO;TLLU 547027-7;FINALIZADO;IN1868203;40 HC;6479,5;9980;STI;19-08-25;16:37;22/08/2025;11:00;22/08/2025;10:45;CD Puerto Madero;22/08/2025;14:15;22/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;TWO THOUSAND SIX HUNDRED AND S;3;-7;0;INDIRECTO DEPOSITO;N/A;;;;;;;;;;;;;;;;;;;;;;;;
98;WALMART;STI;14/08/2025;MSC VIRGO;BEAU 213400-6;FINALIZADO;IN1868216;20 ST;5720;9220;STI;23-08-25;18:20;29/08/2025;9:00;29/08/2025;2:40;CD El Pe��n;29/08/2025;11:00;02/09/2025;si;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;COTTON JUTE DURRIES;6;-4;0;INDIRECTO DEPOSITO;N/A;SAG;;;;;;;;;;;;;;;;;;;;;;;
99;WALMART;STI;14/08/2025;MSC VIRGO;KKFU 784439-9;FINALIZADO;IN1868213;40 HC;12480;15980;STI;23-08-25;17:30;28/08/2025;0:00;28/08/2025;0:00;CD El Pe��n;28/08/2025;3:00;30/08/2025;si;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;COTTON JUTE DURRIES;5;-5;0;INDIRECTO DEPOSITO;N/A;SAG;;;;;;;;;;;;;;;;;;;;;;;
100;WALMART;STI;14/08/2025;MSC VIRGO;TRHU 742082-7;FINALIZADO;IN-1868208;40 HC;13975;17475;STI;23-08-25;21:00;28/08/2025;7:00;28/08/2025;7:00;CD El Pe��n;28/08/2025;10:00;29/08/2025;si;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;COTTON JUTE DURRIES;5;-5;0;INDIRECTO DEPOSITO;N/A;SAG;;;;;;;;;;;;;;;;;;;;;;;
101;WALMART;STI;14/08/2025;MSC VIRGO;BEAU 523334-2;FINALIZADO;CNDM16521;40 HC;2966,5;6467;STI;19-08-25;16:38;23/08/2025;15:00;22/08/2025;21:00;CD El Pe��n;23/08/2025;18:00;28/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;CALZADO-HOMBRES, CALZADO-MUJER;4;-6;0;INDIRECTO DEPOSITO;DEVOLUCI�N DIA SIGUIENTE;;;;;;;;;;;;;;;;;;;;;;;;
102;WALMART;STI;14/08/2025;MSC VIRGO;BEAU 531509-7;FINALIZADO;CNDM16523;40 HC;2966,5;6467;STI;21-08-25;9:40;27/08/2025;17:00;27/08/2025;17:00;CD El Pe��n;27/08/2025;20:00;02/09/2025;si;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;CALZADO-HOMBRES, CALZADO-MUJER;6;-4;0;INDIRECTO DEPOSITO;DEVOLUCI�N DIA SIGUIENTE ;;;;;;;;;;;;;;;;;;;;;;;;
103;WALMART;STI;14/08/2025;MSC VIRGO;KKFU 806277-4;FINALIZADO;CNDM16556;40 HC;2966,5;6467;STI;21-08-25;9:58;27/08/2025;17:00;27/08/2025;17:00;CD El Pe��n;27/08/2025;20:00;28/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;CALZADO-HOMBRES, CALZADO-MUJER;6;-4;0;INDIRECTO DEPOSITO;DEVOLUCI�N DIA SIGUIENTE ;;;;;;;;;;;;;;;;;;;;;;;;
104;WALMART;STI;14/08/2025;MSC VIRGO;MOTU 141664-0;FINALIZADO;CNDM16522;40 HC;2966,5;6467;STI;19-08-25;17:32;23/08/2025;7:00;22/08/2025;21:48;CD El Pe��n;23/08/2025;10:00;27/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;CALZADO-HOMBRES, CALZADO-MUJER;4;-6;0;INDIRECTO DEPOSITO;N/A;;;;;;;;;;;;;;;;;;;;;;;;
105;WALMART;STI;14/08/2025;MSC VIRGO;FFAU 683433-8;FINALIZADO;CNDM16524;40 HC;2966,5;6467;STI;19-08-25;10:48;21/08/2025;8:00;21/08/2025;8:00;CD Puerto Madero;21/08/2025;11:00;21/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;CALZADO-MUJER ACCORDING TO PO;2;-8;0;Indirecto Deposito;N/A;;;;;;;;;;;;;;;;;;;;;;;;
106;WALMART;STI;14/08/2025;MSC VIRGO;NYKU 514614-7;FINALIZADO;CNDM17210;40 HC;4141,5;7642;STI;19-08-25;16:52;22/08/2025;7:00;21/08/2025;18:58;CD El Pe��n;22/08/2025;9:00;23/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;PO# 212145/211311;3;-7;0;INDIRECTO DEPOSITO;N/A;;;;;;;;;;;;;;;;;;;;;;;;
107;WALMART;STI;14/08/2025;MSC VIRGO;FFAU 144235-5;FINALIZADO;CNDM16551;40 HC;2966,5;6467;STI;20-08-25;10:56;22/08/2025;9:00;22/08/2025;9:00;CD Puerto Madero;22/08/2025;15:00;22/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;1;CALZADO-HOMBRES, CALZADO-MUJER;2;-8;0;INDIRECTO DEPOSITO;N/A;N/a llego tarde;;;;;;;;;;;;;;;;;;;;;;;
108;WALMART;STI;14/08/2025;MSC VIRGO;TCLU 957000-2;FINALIZADO;CNDM16555;40 HC;2966,5;6467;STI;19-08-25;17:24;22/08/2025;7:00;22/08/2025;6:30;CD Puerto Madero;22/08/2025;9:00;22/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;;CALZADO-HOMBRES, CALZADO-MUJER;3;-7;0;INDIRECTO DEPOSITO;N/A;;;;;;;;;;;;;;;;;;;;;;;;
109;WALMART;STI;14/08/2025;MSC VIRGO;TCLU 961588-0;FINALIZADO;CNDM16554;40 HC;2966,5;6467;STI;19-08-25;18:34;22/08/2025;7:00;22/08/2025;7:00;CD Puerto Madero;22/08/2025;11:00;25/08/2025;SI;SERRANO;ONE LINE;Sitrans Walmart;6;20/08/2025;;1;CALZADO-HOMBRES, CALZADO-MUJER;3;-7;0;INDIRECTO DEPOSITO;N/A;N/a llego tarde;;;;;;;;;;;;;;;;;;;;;;;
